,event_date,user_id,id,latitude,longitude,city,state,district
0,2021-06-01,86,,,,,,
1,2021-06-01,385,,,,,,
2,2021-06-01,611,,,,,,
3,2021-06-01,836,,,,,,
4,2021-06-01,4058,,,,,,
5,2021-06-01,4060,,,,,,
6,2021-06-01,4098,,,,,,
7,2021-06-01,4182,,,,,,
8,2021-06-01,4376,,,,,,
9,2021-06-01,4957,,,,,,
10,2021-06-01,6421,,,,,,
11,2021-06-01,6590,,,,,,
12,2021-06-01,7024,,,,,,
13,2021-06-01,7029,,,,,,
14,2021-06-01,7698,,,,,,
15,2021-06-01,8014,,,,,,
16,2021-06-01,8173,,,,,,
17,2021-06-01,8196,,,,,,
18,2021-06-01,8412,,,,,,
19,2021-06-01,8414,,,,,,
20,2021-06-01,8439,,,,,,
21,2021-06-01,8580,,,,,,
22,2021-06-01,9797,,,,,,
23,2021-06-01,9986,,,,,,
24,2021-06-01,10076,,,,,,
25,2021-06-01,10946,,,,,,
26,2021-06-01,11028,,,,,,
27,2021-06-01,11382,,,,,,
28,2021-06-01,11786,,,,,,
29,2021-06-01,11898,,,,,,
30,2021-06-01,12524,,,,,,
31,2021-06-01,13478,,,,,,
32,2021-06-01,13903,,,,,,
33,2021-06-01,14148,,,,,,
34,2021-06-01,14515,,,,,,
35,2021-06-01,14869,,,,,,
36,2021-06-01,15107,,,,,,
37,2021-06-01,15823,,,,,,
38,2021-06-01,16348,,,,,,
39,2021-06-01,16657,,,,,,
40,2021-06-01,17399,,,,,,
41,2021-06-01,17798,,,,,,
42,2021-06-01,17916,,,,,,
43,2021-06-01,18050,,,,,,
44,2021-06-01,18058,,,,,,
45,2021-06-01,19109,,,,,,
46,2021-06-01,19949,,,,,,
47,2021-06-01,20171,,,,,,
48,2021-06-01,20927,,,,,,
49,2021-06-01,21933,,,,,,
50,2021-06-01,22488,,,,,,
51,2021-06-01,22647,,,,,,
52,2021-06-01,23368,,,,,,
53,2021-06-01,23845,,,,,,
54,2021-06-01,23941,,,,,,
55,2021-06-01,24156,,,,,,
56,2021-06-01,24791,,,,,,
57,2021-06-01,24930,,,,,,
58,2021-06-01,24969,,,,,,
59,2021-06-01,25011,,,,,,
60,2021-06-01,25548,,,,,,
61,2021-06-01,25773,,,,,,
62,2021-06-01,26043,,,,,,
63,2021-06-01,26105,,,,,,
64,2021-06-01,26353,,,,,,
65,2021-06-01,27067,,,,,,
66,2021-06-01,27251,,,,,,
67,2021-06-01,27521,,,,,,
68,2021-06-01,27782,,,,,,
69,2021-06-01,29236,,,,,,
70,2021-06-01,29342,,,,,,
71,2021-06-01,29367,,,,,,
72,2021-06-01,29428,,,,,,
73,2021-06-01,29610,,,,,,
74,2021-06-01,29947,,,,,,
75,2021-06-01,30010,,,,,,
76,2021-06-01,30099,,,,,,
77,2021-06-01,30311,,,,,,
78,2021-06-01,30526,,,,,,
79,2021-06-01,30618,,,,,,
80,2021-06-01,30635,,,,,,
81,2021-06-01,31195,,,,,,
82,2021-06-01,31244,,,,,,
83,2021-06-01,31473,,,,,,
84,2021-06-01,31499,,,,,,
85,2021-06-01,31795,,,,,,
86,2021-06-01,31873,,,,,,
87,2021-06-01,32132,,,,,,
88,2021-06-01,32171,,,,,,
89,2021-06-01,32183,,,,,,
90,2021-06-01,32455,,,,,,
91,2021-06-01,32527,,,,,,
92,2021-06-01,32552,,,,,,
93,2021-06-01,32554,,,,,,
94,2021-06-01,33805,,,,,,
95,2021-06-01,33876,,,,,,
96,2021-06-01,33972,,,,,,
97,2021-06-01,34512,,,,,,
98,2021-06-01,34537,,,,,,
99,2021-06-01,34569,,,,,,
100,2021-06-01,34793,,,,,,
101,2021-06-01,34818,,,,,,
102,2021-06-01,34933,,,,,,
103,2021-06-01,35489,,,,,,
104,2021-06-01,35509,,,,,,
105,2021-06-01,35861,,,,,,
106,2021-06-01,36338,,,,,,
107,2021-06-01,36664,,,,,,
108,2021-06-01,36789,,,,,,
109,2021-06-01,36879,,,,,,
110,2021-06-01,36949,,,,,,
111,2021-06-01,37000,,,,,,
112,2021-06-01,37400,,,,,,
113,2021-06-01,38019,,,,,,
114,2021-06-01,38028,,,,,,
115,2021-06-01,38062,,,,,,
116,2021-06-01,38182,,,,,,
117,2021-06-01,38638,,,,,,
118,2021-06-01,38653,,,,,,
119,2021-06-01,38830,,,,,,
120,2021-06-01,39252,,,,,,
