,event_date,user_id,id,latitude,longitude,city,state,district
0,2021-05-06,385,,,,,,
1,2021-05-07,35529,,,,,,
2,2021-05-07,35583,,,,,,
3,2021-05-10,385,,,,,,
4,2021-05-10,35529,,,,,,
5,2021-05-10,35583,,,,,,
6,2021-05-10,153315,,,,,,
7,2021-05-10,153985,,,,,,
8,2021-05-11,64,,,,,,
9,2021-05-11,385,,,,,,
10,2021-05-11,5512,,,,,,
11,2021-05-11,9063,,,,,,
12,2021-05-11,25618,,,,,,
13,2021-05-11,29993,,,,,,
14,2021-05-11,33039,,,,,,
15,2021-05-11,33812,,,,,,
16,2021-05-11,40234,,,,,,
17,2021-05-11,49112,,,,,,
18,2021-05-11,57475,,,,,,
19,2021-05-11,58538,,,,,,
20,2021-05-11,59133,,,,,,
21,2021-05-11,59670,,,,,,
22,2021-05-11,60038,,,,,,
23,2021-05-11,63878,,,,,,
24,2021-05-11,70389,,,,,,
25,2021-05-11,72649,,,,,,
26,2021-05-11,73492,,,,,,
27,2021-05-11,79905,,,,,,
28,2021-05-11,81031,,,,,,
29,2021-05-11,85073,,,,,,
30,2021-05-11,87100,,,,,,
31,2021-05-11,90154,,,,,,
32,2021-05-11,91526,,,,,,
33,2021-05-11,94935,,,,,,
34,2021-05-11,96461,,,,,,
35,2021-05-11,105460,,,,,,
36,2021-05-11,105921,,,,,,
37,2021-05-11,106886,,,,,,
38,2021-05-11,108929,,,,,,
39,2021-05-11,110634,,,,,,
40,2021-05-11,114069,,,,,,
41,2021-05-11,114508,,,,,,
42,2021-05-11,116721,,,,,,
43,2021-05-11,117452,,,,,,
44,2021-05-11,118051,,,,,,
45,2021-05-11,123300,,,,,,
46,2021-05-11,131100,,,,,,
47,2021-05-11,132230,,,,,,
48,2021-05-11,133688,,,,,,
49,2021-05-11,141869,,,,,,
50,2021-05-11,144964,,,,,,
51,2021-05-11,145792,,,,,,
52,2021-05-11,146331,,,,,,
53,2021-05-11,146756,,,,,,
54,2021-05-11,147310,,,,,,
55,2021-05-11,147495,,,,,,
56,2021-05-11,147513,,,,,,
57,2021-05-11,147515,,,,,,
58,2021-05-11,147533,,,,,,
59,2021-05-11,147549,,,,,,
60,2021-05-11,147559,,,,,,
61,2021-05-11,147583,,,,,,
62,2021-05-11,147589,,,,,,
63,2021-05-11,147594,,,,,,
64,2021-05-11,147596,,,,,,
65,2021-05-11,147621,,,,,,
66,2021-05-11,147643,,,,,,
67,2021-05-11,147646,,,,,,
68,2021-05-11,147656,,,,,,
69,2021-05-11,147666,,,,,,
