,event_date,user_id,id,latitude,longitude,city,state,district
0,2022-10-01,90,204597.0,-23.0131631,-43.3099988,Rio de Janeiro,RJ,Barra da Tijuca
1,2022-10-01,729,755405.0,-23.5565121,-46.6931349,São Paulo,SP,Pinheiros
2,2022-10-01,1182,451318.0,-23.0276364,-43.4912281,Rio de Janeiro,RJ,Recreio dos Bandeirantes
3,2022-10-01,1645,584031.0,-23.6194558,-46.6351243,São Paulo,SP,Vila da Saúde
4,2022-10-01,2602,281647.0,-22.9421,-43.2492571,Rio de Janeiro,RJ,Tijuca
5,2022-10-01,4049,80872.0,-22.9869365,-43.3551798,Rio de Janeiro,RJ,Barra da Tijuca
6,2022-10-01,4079,624625.0,-23.5885533,-46.6421203,São Paulo,SP,Vila Mariana
7,2022-10-01,4208,143755.0,-23.0060247,-43.4830597,Rio de Janeiro,RJ,Recreio dos Bandeirantes
8,2022-10-01,5687,663527.0,-22.894304,-43.2740965,Rio de Janeiro,RJ,Cachambi
9,2022-10-01,6171,24858.0,-22.7867427,-43.3057707,Duque de Caxias,RJ,Jardim Vinte e Cinco de Agosto
10,2022-10-01,6171,818271.0,-22.9665997,-43.3838343,Rio de Janeiro,RJ,Jacarepaguá
11,2022-10-01,6445,816401.0,-22.9031778,-43.1205216,Niterói,RJ,Ingá
12,2022-10-01,7250,307912.0,-22.7975052,-43.4116691,Nilópolis,RJ,Nova Cidade
13,2022-10-01,7276,543194.0,-22.9194662,-43.2623276,Rio de Janeiro,RJ,Grajau
14,2022-10-01,7362,818455.0,-22.8840618,-43.3755792,Rio de Janeiro,RJ,Jardim Sulacap
15,2022-10-01,7578,161282.0,-22.8227714,-43.3248961,Rio de Janeiro,RJ,Irajá
16,2022-10-01,8202,232898.0,-22.92837,-43.2301198,Rio de Janeiro,RJ,Tijuca
17,2022-10-01,8429,657518.0,-23.6194624,-46.6797109,São Paulo,SP,Brooklin
18,2022-10-01,8951,634136.0,-22.9693066,-43.3668727,Rio de Janeiro,RJ,Jacarepaguá
19,2022-10-01,9745,153828.0,-22.949301,-43.1891018,Rio de Janeiro,RJ,Botafogo
20,2022-10-01,9968,818203.0,-22.9071614,-43.1024345,Niterói,RJ,Icaraí
21,2022-10-01,10030,797899.0,-22.9567249,-43.1842885,Rio de Janeiro,RJ,Botafogo
22,2022-10-01,10363,811140.0,-22.9281348,-43.2300385,Rio de Janeiro,RJ,Tijuca
23,2022-10-01,10638,188435.0,-23.0182677,-43.4633745,Rio de Janeiro,RJ,Recreio dos Bandeirantes
24,2022-10-01,11382,210919.0,-22.9400579,-43.3381147,Rio de Janeiro,RJ,Freguesia de Jacarepaguá
25,2022-10-01,11793,259504.0,-22.9203615,-43.2161135,Rio de Janeiro,RJ,Tijuca
26,2022-10-01,11911,610680.0,-23.5599429,-46.5713785,São Paulo,SP,Água Rasa
27,2022-10-01,12507,95991.0,-22.971626,-43.3845857,Rio de Janeiro,RJ,Jacarepaguá
28,2022-10-01,13170,569643.0,-23.009758,-43.3682364,Rio de Janeiro,RJ,Barra da Tijuca
29,2022-10-01,13516,473202.0,-22.8986971,-43.2831025,Rio de Janeiro,RJ,Méier
30,2022-10-01,13532,689915.0,-23.0182343,-43.4757067,Rio de Janeiro,RJ,Recreio dos Bandeirantes
31,2022-10-01,13710,798954.0,-23.0067039,-43.3185578,Rio de Janeiro,RJ,Barra da Tijuca
32,2022-10-01,14182,54827.0,-22.9030691,-43.2487044,Rio de Janeiro,RJ,Rocha
33,2022-10-01,14378,145431.0,-22.9814877,-43.2192787,Rio de Janeiro,RJ,Leblon
34,2022-10-01,14991,268255.0,-23.0060714,-43.4526652,Rio de Janeiro,RJ,Recreio dos Bandeirantes
35,2022-10-01,15053,688269.0,-23.0164008,-43.4688446,Rio de Janeiro,RJ,Recreio dos Bandeirantes
36,2022-10-01,15114,791368.0,-22.9109165,-43.5156115,Rio de Janeiro,RJ,Campo Grande
37,2022-10-01,15433,817023.0,-23.4892666,-46.6251604,São Paulo,SP,Santana
38,2022-10-01,15637,5623.0,-23.5883025,-46.6375475,São Paulo,SP,Vila Mariana
39,2022-10-01,15678,270820.0,-23.4993514,-46.7531599,São Paulo,SP,Jardim Santo Elias
40,2022-10-01,15711,277096.0,-22.921181,-43.2309324,Rio de Janeiro,RJ,Tijuca
41,2022-10-01,15947,167700.0,-22.9212382,-43.2380636,Rio de Janeiro,RJ,Tijuca
42,2022-10-01,16036,11226.0,-22.9313078,-43.1765765,Rio de Janeiro,RJ,Flamengo
43,2022-10-01,16164,268829.0,-22.8432177,-43.2728281,Rio de Janeiro,RJ,Penha
44,2022-10-01,16304,,,,,,
45,2022-10-01,16785,150316.0,-22.9427559,-43.1836832,Rio de Janeiro,RJ,Botafogo
46,2022-10-01,17012,812120.0,-22.9223404,-43.2446733,Rio de Janeiro,RJ,Andaraí
47,2022-10-01,17065,707774.0,-15.6852548,-47.8340863,Brasília,DF,SH Boa Vista
48,2022-10-01,17491,20069.0,-22.907084,-43.102434,Niterói,RJ,Icaraí
49,2022-10-01,17612,787053.0,-23.5088706,-46.4924069,São Paulo,SP,Vila Rio Branco
50,2022-10-01,17975,150441.0,-23.0060714,-43.4526652,Rio de Janeiro,RJ,Recreio dos Bandeirantes
51,2022-10-01,18099,223711.0,-22.9380718,-43.3466064,Rio de Janeiro,RJ,Freguesia de Jacarepaguá
52,2022-10-01,18264,135977.0,-22.9115726,-43.284415,Rio de Janeiro,RJ,Lins de Vasconcelos
53,2022-10-01,18515,649631.0,-22.9242194,-43.3676181,Rio de Janeiro,RJ,Taquara
54,2022-10-01,18644,107515.0,-22.9483768,-43.187977,Rio de Janeiro,RJ,Botafogo
55,2022-10-01,18725,551069.0,-22.87013,-43.1157476,Niterói,RJ,Ilha da Conceição
56,2022-10-01,19969,57825.0,-22.9325454,-43.2465482,Rio de Janeiro,RJ,Tijuca
57,2022-10-01,20148,688354.0,-22.9839614,-43.2181925,Rio de Janeiro,RJ,Leblon
58,2022-10-01,20957,64339.0,-22.9368437,-43.174205,Rio de Janeiro,RJ,Flamengo
59,2022-10-01,21225,689211.0,-22.879156,-43.3536938,Rio de Janeiro,RJ,Oswaldo Cruz
60,2022-10-01,21278,764654.0,-25.4556048,-49.2950954,Curitiba,PR,Vila Izabel
61,2022-10-01,22725,172865.0,-22.8774626,-43.4429191,Rio de Janeiro,RJ,Realengo
62,2022-10-01,23998,782307.0,-23.7093627,-46.5586571,São Bernardo do Campo,SP,Vila Lusitania
63,2022-10-01,24513,395090.0,-22.9728109,-43.1925725,Rio de Janeiro,RJ,Copacabana
64,2022-10-01,24705,324986.0,-22.9144161,-43.6553237,Rio de Janeiro,RJ,Paciência
65,2022-10-01,25225,26652.0,-22.9671904,-43.3864697,Rio de Janeiro,RJ,Jacarepaguá
66,2022-10-01,26445,543539.0,-22.9201167,-43.26151,Rio de Janeiro,RJ,Grajau
67,2022-10-01,26606,18039.0,-23.0188979,-43.4755017,Rio de Janeiro,RJ,Recreio dos Bandeirantes
68,2022-10-01,28468,367045.0,-22.9200812,-43.1802439,Rio de Janeiro,RJ,Santa Teresa
69,2022-10-01,28567,9398.0,-22.846737,-43.3018523,Rio de Janeiro,RJ,Penha Circular
70,2022-10-01,28843,172144.0,-22.882507,-43.315536,Rio de Janeiro,RJ,Quintino Bocaiuva
71,2022-10-01,29079,22811.0,-22.9248094,-43.2084029,Rio de Janeiro,RJ,Rio Comprido
72,2022-10-01,29088,288160.0,-23.0077353,-43.4626528,Rio de Janeiro,RJ,Recreio dos Bandeirantes
73,2022-10-01,29341,47038.0,-22.9565655,-43.1863769,Rio de Janeiro,RJ,Botafogo
74,2022-10-01,29686,817384.0,-23.0059525,-43.3226309,Rio de Janeiro,RJ,Barra da Tijuca
75,2022-10-01,30061,90798.0,-15.7909556,-48.0086027,Brasília,DF,St. Hab. Vicente Pires
76,2022-10-01,30390,51663.0,-22.967071,-43.3931762,Rio de Janeiro,RJ,Jacarepaguá
77,2022-10-01,30403,790853.0,-22.7486678,-43.4861341,Nova Iguaçu,RJ,Belterra
78,2022-10-01,30987,128565.0,-22.9442965,-43.1868043,Rio de Janeiro,RJ,Botafogo
79,2022-10-01,31014,234080.0,-22.9005474,-43.2466288,Rio de Janeiro,RJ,Rocha
80,2022-10-01,31085,195519.0,-15.7429054,-47.9123411,Brasília,DF,SHCNW
81,2022-10-01,31767,818110.0,-22.9756357,-43.3276497,Rio de Janeiro,RJ,Itanhangá
82,2022-10-01,32014,818723.0,-22.909131,-43.2741505,Rio de Janeiro,RJ,Engenho Novo
83,2022-10-01,32225,818506.0,-22.853251,-43.2546205,Rio de Janeiro,RJ,Ramos
84,2022-10-01,32480,9812.0,-22.8177724,-43.3052419,Rio de Janeiro,RJ,Parada de Lucas
85,2022-10-01,32583,132759.0,-22.844614,-43.3427171,Rio de Janeiro,RJ,Colégio
86,2022-10-01,33298,810119.0,-23.6063336,-46.7841986,Taboão da Serra,SP,Parque das Cigarreiras
87,2022-10-01,33487,26246.0,-22.8711654,-43.5735326,Rio de Janeiro,RJ,Campo Grande
88,2022-10-01,33701,237736.0,-22.8976947,-43.2506489,Rio de Janeiro,RJ,Rocha
89,2022-10-01,33701,818943.0,-22.9845696,-43.1959074,Rio de Janeiro,RJ,Ipanema
90,2022-10-01,33960,389646.0,-22.9023271,-43.1037751,Niterói,RJ,Icaraí
91,2022-10-01,34299,450424.0,-23.4877037,-46.6032046,São Paulo,SP,Vila Dom Pedro II
92,2022-10-01,34818,198970.0,-23.0106337,-43.313205,Rio de Janeiro,RJ,Barra da Tijuca
93,2022-10-01,35637,661687.0,-22.9024224,-43.1126142,Niterói,RJ,Icaraí
94,2022-10-01,35734,12918.0,-22.7947823,-43.431164,Mesquita,RJ,Centro
95,2022-10-01,35745,613281.0,-22.9390701,-43.173546,Rio de Janeiro,RJ,Flamengo
96,2022-10-01,36081,311730.0,-22.9441164,-43.1834148,Rio de Janeiro,RJ,Botafogo
97,2022-10-01,36189,804394.0,-22.8805849,-43.5446781,Rio de Janeiro,RJ,Campo Grande
98,2022-10-01,36508,9329.0,-22.8366132,-43.3220687,Rio de Janeiro,RJ,Irajá
